generation,rank_1,rank_2,swapAccepted
24800000,2,3,0
24801000,2,4,0
24802000,3,4,0
24803000,1,4,0
24804000,1,3,0
24805000,2,3,0
24806000,1,4,0
24807000,2,3,0
24808000,1,3,0
24809000,2,3,0
24810000,3,4,1
24811000,1,3,0
24812000,2,4,0
24813000,3,4,1
24814000,2,4,0
24815000,2,3,0
24816000,3,4,0
24817000,3,4,0
24818000,1,3,0
24819000,1,4,0
24820000,2,4,0
24821000,1,3,0
24822000,2,3,0
24823000,1,2,1
24824000,2,3,0
24825000,2,4,0
24826000,1,3,0
24827000,1,3,0
24828000,2,4,0
24829000,1,4,0
24830000,1,3,0
24831000,1,4,0
24832000,1,3,0
24833000,1,4,0
24834000,1,2,1
24835000,3,4,1
24836000,3,4,1
24837000,2,3,0
24838000,1,3,0
24839000,1,3,0
24840000,1,3,0
24841000,1,2,1
24842000,2,3,0
24843000,1,4,0
24844000,1,3,0
24845000,2,3,0
24846000,1,4,0
24847000,2,4,0
24848000,2,3,0
24849000,1,2,1
24850000,1,4,0
24851000,3,4,0
24852000,1,3,0
24853000,1,2,1
24854000,1,3,0
24855000,1,4,0
24856000,1,4,0
24857000,1,4,0
24858000,1,2,1
24859000,1,4,0
24860000,1,2,0
24861000,1,3,0
24862000,2,3,0
24863000,2,3,1
24864000,1,4,0
24865000,3,4,0
24866000,1,2,0
24867000,2,3,1
24868000,1,3,0
24869000,2,4,0
24870000,3,4,1
24871000,1,2,1
24872000,3,4,1
24873000,1,2,1
24874000,1,4,0
24875000,1,3,0
24876000,1,4,0
24877000,2,4,0
24878000,1,3,0
24879000,1,2,1
24880000,1,3,0
24881000,1,3,0
24882000,1,2,1
24883000,2,3,0
24884000,1,3,0
24885000,2,4,0
24886000,2,4,0
24887000,1,4,0
24888000,3,4,1
24889000,1,4,0
24890000,1,2,1
24891000,3,4,1
24892000,2,4,0
24893000,1,4,0
24894000,1,2,1
24895000,3,4,1
24896000,1,4,0
24897000,1,4,0
24898000,1,2,1
24899000,1,2,1
24900000,1,4,0
24901000,2,4,0
24902000,1,3,0
24903000,2,3,0
24904000,3,4,1
24905000,1,3,0
24906000,2,3,0
24907000,3,4,1
24908000,3,4,1
24909000,3,4,0
24910000,2,4,0
24911000,3,4,1
24912000,2,4,0
24913000,1,2,1
24914000,1,4,0
24915000,2,3,0
24916000,2,3,0
24917000,1,3,0
24918000,2,3,0
24919000,3,4,1
24920000,2,3,0
24921000,2,4,0
24922000,1,2,1
24923000,1,4,0
24924000,2,4,0
24925000,2,3,0
24926000,2,3,0
24927000,2,3,1
24928000,2,3,1
24929000,3,4,0
24930000,1,2,1
24931000,2,3,0
24932000,1,2,1
24933000,2,3,0
24934000,1,2,1
24935000,2,3,0
24936000,1,3,0
24937000,1,2,1
24938000,1,3,0
24939000,1,4,0
24940000,1,2,1
24941000,2,3,0
24942000,1,4,0
24943000,3,4,1
24944000,1,3,0
24945000,1,4,0
24946000,1,2,1
24947000,1,3,0
24948000,2,4,0
24949000,2,3,0
24950000,3,4,1
24951000,2,4,0
24952000,3,4,1
24953000,1,2,1
24954000,1,3,0
24955000,3,4,1
24956000,2,4,0
24957000,1,4,0
24958000,3,4,1
24959000,1,4,0
24960000,1,2,1
24961000,1,3,0
24962000,3,4,1
24963000,1,3,0
24964000,2,3,0
24965000,2,3,0
24966000,1,3,0
24967000,1,4,0
24968000,2,4,0
24969000,1,4,0
24970000,3,4,0
24971000,1,4,0
24972000,2,3,0
24973000,2,4,0
24974000,1,2,0
24975000,2,3,1
24976000,1,4,0
24977000,3,4,0
24978000,2,4,1
24979000,3,4,0
24980000,1,4,0
24981000,1,3,1
24982000,2,4,1
24983000,1,3,1
24984000,1,2,0
24985000,2,4,0
24986000,1,3,1
24987000,2,4,1
24988000,3,4,0
24989000,1,2,0
24990000,1,3,1
24991000,1,3,1
24992000,1,2,0
24993000,2,4,1
24994000,1,4,0
24995000,2,3,1
24996000,2,4,0
24997000,1,4,0
24998000,2,3,0
24999000,1,3,0
25000000,2,3,0
25001000,1,2,1
25002000,1,2,1
25003000,2,3,0
25004000,1,4,0
25005000,1,2,1
25006000,1,3,0
25007000,2,4,0
25008000,1,4,0
25009000,1,2,1
25010000,2,4,0
25011000,2,3,0
25012000,2,4,0
25013000,1,4,0
25014000,2,4,0
25015000,2,3,0
25016000,2,4,0
25017000,1,2,1
25018000,1,4,0
25019000,2,3,0
25020000,1,2,1
25021000,2,3,0
25022000,1,2,1
25023000,1,4,0
25024000,3,4,1
25025000,2,3,0
25026000,1,4,0
25027000,2,3,0
25028000,2,4,0
25029000,1,2,1
25030000,2,3,0
25031000,2,4,0
25032000,3,4,1
25033000,2,3,0
25034000,1,4,0
25035000,3,4,1
25036000,3,4,1
25037000,2,4,0
25038000,1,3,0
25039000,2,4,0
25040000,3,4,1
25041000,2,4,0
25042000,1,4,0
25043000,1,2,1
25044000,2,3,0
25045000,2,4,0
25046000,1,4,0
25047000,3,4,1
25048000,1,4,0
25049000,2,3,0
25050000,1,4,0
25051000,1,4,0
25052000,1,2,1
25053000,2,3,0
25054000,2,4,0
25055000,3,4,0
25056000,1,3,0
25057000,2,3,0
25058000,1,2,1
25059000,3,4,1
25060000,1,4,0
25061000,1,4,0
25062000,2,3,0
25063000,2,3,0
25064000,2,4,0
25065000,2,4,0
25066000,1,3,0
25067000,3,4,1
25068000,3,4,1
25069000,3,4,1
25070000,2,4,0
25071000,1,3,0
25072000,1,4,0
25073000,1,4,0
25074000,1,3,0
25075000,1,3,0
25076000,1,2,1
25077000,1,4,0
25078000,2,4,0
25079000,1,3,0
25080000,1,2,1
25081000,1,4,0
25082000,1,3,0
25083000,1,2,1
25084000,2,3,0
25085000,2,3,0
25086000,3,4,0
25087000,3,4,1
25088000,1,2,1
25089000,1,3,0
25090000,1,2,1
25091000,1,4,0
25092000,2,4,0
25093000,1,3,0
25094000,3,4,1
25095000,2,4,0
25096000,1,4,0
25097000,1,4,0
25098000,2,3,0
25099000,1,2,1
25100000,3,4,1
25101000,1,3,0
25102000,2,4,0
25103000,3,4,1
25104000,2,3,0
25105000,3,4,1
25106000,3,4,1
25107000,3,4,0
25108000,1,4,0
25109000,2,3,0
25110000,2,4,0
25111000,2,3,0
25112000,3,4,1
25113000,1,4,0
25114000,2,3,0
25115000,1,4,0
25116000,1,3,0
25117000,1,4,0
25118000,3,4,1
25119000,3,4,0
25120000,1,3,0
25121000,3,4,0
25122000,2,4,0
25123000,1,2,1
25124000,1,4,0
25125000,1,4,0
25126000,1,2,1
25127000,1,3,0
25128000,3,4,0
25129000,2,4,0
25130000,1,3,0
25131000,1,3,0
25132000,2,3,0
25133000,2,4,0
25134000,2,3,0
25135000,1,2,1
25136000,2,4,0
25137000,2,4,0
25138000,1,2,1
25139000,1,2,1
25140000,2,4,0
25141000,2,3,0
25142000,1,3,0
25143000,1,2,1
25144000,1,3,0
25145000,3,4,1
25146000,3,4,1
25147000,1,3,0
25148000,2,3,1
25149000,1,2,0
25150000,3,4,0
25151000,2,4,1
25152000,3,4,0
25153000,2,3,1
25154000,1,2,1
25155000,2,4,0
25156000,2,3,0
25157000,1,4,0
25158000,1,2,1
25159000,2,3,0
25160000,1,4,0
25161000,1,4,0
25162000,2,4,0
25163000,2,3,1
25164000,1,4,0
25165000,1,3,0
25166000,3,4,0
25167000,1,3,1
25168000,3,4,0
25169000,1,2,0
25170000,2,3,1
25171000,1,3,0
25172000,2,4,0
25173000,2,3,0
25174000,1,2,1
25175000,2,3,0
25176000,1,2,0
25177000,1,4,0
25178000,2,4,0
25179000,1,3,0
25180000,1,4,0
25181000,1,3,0
25182000,2,3,0
25183000,2,4,0
25184000,1,4,0
25185000,2,3,0
25186000,1,3,0
25187000,2,4,0
25188000,1,4,0
25189000,1,3,0
25190000,1,2,1
25191000,2,3,0
25192000,1,4,0
25193000,2,4,0
25194000,1,4,0
25195000,2,4,0
25196000,2,3,0
25197000,2,3,1
25198000,2,3,1
25199000,1,2,1
25200000,1,2,1
25201000,3,4,1
25202000,1,2,1
25203000,2,4,0
25204000,3,4,0
25205000,1,2,1
25206000,1,3,0
25207000,2,4,0
25208000,1,3,0
25209000,3,4,1
25210000,1,2,1
25211000,2,3,0
25212000,1,3,0
25213000,3,4,1
25214000,2,3,0
25215000,1,4,0
25216000,1,3,0
25217000,1,2,1
25218000,2,3,0
25219000,3,4,1
25220000,2,4,0
25221000,1,4,0
25222000,1,3,0
25223000,2,4,0
25224000,1,2,1
25225000,3,4,1
25226000,1,2,1
25227000,2,4,0
25228000,1,4,0
25229000,2,3,0
25230000,1,2,1
25231000,1,2,1
25232000,3,4,0
25233000,3,4,0
25234000,1,2,1
25235000,2,3,0
25236000,1,2,1
25237000,2,3,0
25238000,2,4,0
25239000,1,2,1
25240000,2,3,0
25241000,1,3,0
25242000,1,2,1
25243000,2,4,0
25244000,1,3,0
25245000,3,4,1
25246000,1,4,0
25247000,1,4,0
25248000,1,3,0
25249000,2,4,0
25250000,1,3,0
25251000,1,4,0
25252000,2,3,0
25253000,1,2,1
25254000,3,4,1
25255000,1,4,0
25256000,1,2,0
25257000,3,4,1
25258000,3,4,1
25259000,1,2,1
25260000,1,2,1
25261000,1,3,0
25262000,2,4,0
25263000,2,3,0
25264000,3,4,1
25265000,1,4,0
25266000,2,3,0
25267000,1,2,1
25268000,3,4,1
25269000,3,4,1
25270000,1,3,0
25271000,1,2,1
25272000,2,3,0
25273000,2,3,0
25274000,3,4,1
25275000,1,2,1
25276000,1,4,0
25277000,2,3,0
25278000,1,3,0
25279000,3,4,0
25280000,3,4,0
25281000,2,3,0
25282000,1,4,0
25283000,1,4,0
25284000,2,4,0
25285000,1,2,1
25286000,2,3,1
25287000,1,3,1
25288000,2,4,1
25289000,1,4,0
25290000,3,4,0
25291000,1,4,0
25292000,1,3,1
25293000,1,3,0
25294000,1,3,1
25295000,1,2,0
25296000,1,4,0
25297000,2,4,1
25298000,2,3,1
25299000,2,3,0
25300000,1,4,0
25301000,1,4,0
25302000,2,4,0
25303000,1,3,0
25304000,1,2,1
25305000,1,3,0
25306000,2,3,0
25307000,1,2,1
25308000,3,4,1
25309000,1,2,1
25310000,1,3,0
25311000,2,3,0
25312000,1,2,1
25313000,1,3,0
25314000,1,4,0
25315000,1,4,0
25316000,1,2,1
25317000,1,4,0
25318000,2,4,0
25319000,1,3,0
25320000,1,3,0
25321000,2,4,0
25322000,1,3,0
25323000,2,3,0
25324000,3,4,1
25325000,2,3,1
25326000,1,2,0
25327000,2,3,1
25328000,1,2,1
25329000,2,4,0
25330000,2,3,0
25331000,3,4,1
25332000,1,4,0
25333000,2,4,0
25334000,1,4,0
25335000,3,4,1
25336000,1,4,0
25337000,1,3,0
25338000,1,2,1
25339000,1,3,0
25340000,2,4,0
25341000,3,4,0
25342000,1,3,0
25343000,1,2,1
25344000,2,3,0
25345000,1,4,0
25346000,1,4,0
25347000,1,2,1
25348000,1,2,1
25349000,2,3,0
25350000,2,3,0
25351000,1,4,0
25352000,2,4,0
25353000,1,2,1
25354000,1,4,0
25355000,2,3,0
25356000,1,2,1
25357000,2,3,0
25358000,2,4,0
25359000,2,4,0
25360000,1,4,0
25361000,2,3,0
25362000,2,4,0
25363000,2,3,0
25364000,2,4,0
25365000,1,4,0
25366000,1,3,0
25367000,1,4,0
25368000,1,3,1
25369000,1,4,0
25370000,2,4,0
25371000,2,4,0
25372000,2,4,0
25373000,1,3,1
25374000,2,4,0
25375000,2,3,0
25376000,1,3,0
25377000,3,4,0
25378000,2,4,0
25379000,1,3,0
25380000,2,3,0
25381000,2,3,0
25382000,1,3,0
25383000,1,2,1
25384000,2,3,0
25385000,3,4,0
25386000,1,4,0
25387000,2,4,0
25388000,1,3,0
25389000,1,3,0
25390000,1,2,1
25391000,1,3,0
25392000,1,4,0
25393000,1,2,1
25394000,2,3,0
25395000,1,3,0
25396000,2,3,0
25397000,2,4,0
25398000,1,2,1
25399000,3,4,0
25400000,2,3,0
25401000,1,3,0
25402000,1,2,1
25403000,1,4,0
25404000,1,2,1
25405000,2,3,0
25406000,1,4,0
25407000,3,4,0
25408000,1,3,0
25409000,1,3,0
25410000,1,3,0
25411000,2,3,0
25412000,1,2,1
25413000,1,2,1
25414000,1,2,1
25415000,1,4,0
25416000,1,4,0
25417000,1,4,0
25418000,1,4,0
25419000,3,4,0
25420000,3,4,0
25421000,1,2,1
25422000,1,4,0
25423000,2,3,0
25424000,1,4,0
25425000,2,4,0
25426000,1,3,0
25427000,1,2,1
25428000,2,3,0
25429000,2,3,0
25430000,1,2,1
25431000,1,4,0
25432000,2,4,0
25433000,2,3,0
25434000,1,4,0
25435000,1,4,0
25436000,3,4,0
25437000,2,4,0
25438000,1,4,0
25439000,2,4,0
25440000,1,3,0
25441000,2,4,0
25442000,2,3,0
25443000,1,4,0
25444000,3,4,0
25445000,3,4,1
25446000,1,4,0
25447000,2,4,0
25448000,1,2,1
25449000,1,3,0
25450000,2,4,0
25451000,1,2,1
25452000,2,3,0
25453000,2,4,0
25454000,1,4,0
25455000,1,3,0
25456000,1,2,1
25457000,2,4,0
25458000,1,2,1
25459000,2,3,0
25460000,2,4,0
25461000,3,4,1
25462000,1,4,0
25463000,3,4,1
25464000,1,3,0
25465000,2,3,0
25466000,1,2,1
25467000,1,3,0
25468000,1,3,0
25469000,1,2,1
25470000,2,3,0
25471000,2,3,0
25472000,1,3,0
25473000,2,3,0
25474000,1,3,0
25475000,1,3,0
25476000,1,2,1
25477000,1,3,0
25478000,3,4,1
25479000,1,2,1
25480000,2,3,0
25481000,2,3,0
25482000,3,4,1
25483000,1,2,1
25484000,1,2,1
25485000,1,2,1
25486000,3,4,1
25487000,1,3,0
25488000,1,2,1
25489000,2,4,0
25490000,3,4,1
25491000,1,2,1
25492000,3,4,1
25493000,1,4,0
25494000,3,4,1
25495000,1,3,0
25496000,3,4,1
25497000,1,3,0
25498000,3,4,0
25499000,3,4,0
25500000,1,4,0
25501000,2,3,0
25502000,1,4,0
25503000,2,4,0
25504000,3,4,0
25505000,2,4,0
25506000,2,3,0
25507000,1,3,0
25508000,2,3,0
25509000,3,4,1
25510000,3,4,1
25511000,1,4,0
25512000,1,3,0
25513000,3,4,1
25514000,1,2,1
25515000,1,2,1
25516000,3,4,1
25517000,1,4,0
25518000,2,4,0
25519000,1,3,0
25520000,2,4,0
25521000,1,2,1
25522000,2,4,0
25523000,1,2,1
25524000,1,3,0
25525000,1,4,0
25526000,3,4,0
25527000,1,2,1
25528000,1,3,0
25529000,1,2,1
25530000,1,3,0
25531000,1,4,0
25532000,1,2,1
25533000,1,3,0
25534000,3,4,0
25535000,1,4,0
25536000,2,4,0
25537000,2,4,0
25538000,1,4,0
25539000,2,4,0
25540000,3,4,0
25541000,1,4,0
25542000,1,3,0
25543000,3,4,0
25544000,2,3,0
25545000,3,4,1
25546000,1,3,0
25547000,1,2,1
25548000,1,3,0
25549000,2,4,0
25550000,1,3,0
25551000,1,4,0
25552000,3,4,1
25553000,3,4,0
25554000,2,3,0
25555000,2,3,0
25556000,3,4,1
25557000,1,2,1
25558000,1,4,0
25559000,3,4,1
25560000,1,2,1
25561000,2,3,0
25562000,3,4,1
25563000,2,3,1
25564000,2,4,1
25565000,1,4,0
25566000,2,4,0
25567000,2,4,0
25568000,2,4,1
25569000,3,4,0
25570000,2,3,1
25571000,1,2,1
25572000,1,4,0
25573000,2,4,0
25574000,2,3,0
25575000,1,3,0
25576000,3,4,1
25577000,1,3,0
25578000,3,4,1
25579000,2,3,0
25580000,1,4,0
25581000,2,4,0
25582000,1,3,0
25583000,2,3,0
25584000,1,4,0
25585000,2,3,0
25586000,1,2,1
25587000,2,3,0
25588000,2,4,0
25589000,2,4,0
25590000,2,4,0
25591000,1,3,0
25592000,3,4,1
25593000,1,4,0
25594000,2,3,0
25595000,1,4,0
25596000,1,2,1
25597000,2,4,0
25598000,2,3,0
25599000,3,4,0
25600000,1,2,1
25601000,3,4,0
25602000,2,3,0
25603000,2,3,0
25604000,2,3,0
25605000,2,3,0
25606000,1,4,0
25607000,2,4,0
25608000,3,4,1
25609000,2,3,0
25610000,1,4,0
25611000,2,4,0
25612000,1,2,1
25613000,1,2,1
25614000,2,4,0
25615000,1,3,0
25616000,3,4,1
25617000,2,4,0
25618000,1,3,0
25619000,2,3,0
25620000,1,2,1
25621000,1,4,0
25622000,2,4,0
25623000,1,3,0
25624000,1,4,0
25625000,1,3,0
25626000,2,4,0
25627000,2,3,0
25628000,3,4,1
25629000,2,3,0
25630000,2,3,0
25631000,3,4,1
25632000,2,3,0
25633000,2,4,0
25634000,1,4,0
25635000,2,3,0
25636000,1,3,0
25637000,2,4,0
25638000,3,4,0
25639000,1,3,0
25640000,2,3,0
25641000,2,3,0
25642000,1,4,0
25643000,1,4,0
25644000,2,4,0
25645000,1,3,0
25646000,1,2,1
25647000,1,2,1
25648000,3,4,1
25649000,1,3,0
25650000,2,3,0
25651000,2,4,0
25652000,2,4,0
25653000,1,4,0
25654000,1,2,1
25655000,3,4,1
25656000,3,4,1
25657000,1,4,0
25658000,1,4,0
25659000,2,3,0
25660000,3,4,1
25661000,2,3,0
25662000,2,3,0
25663000,1,4,0
25664000,2,4,0
25665000,3,4,0
25666000,1,4,0
25667000,3,4,1
25668000,2,4,0
25669000,1,2,0
25670000,1,2,0
25671000,2,4,0
25672000,2,3,0
25673000,1,2,1
25674000,2,4,0
25675000,1,2,1
25676000,1,2,1
25677000,2,3,0
25678000,1,4,0
25679000,2,4,0
25680000,2,4,0
25681000,1,2,1
25682000,3,4,1
25683000,1,3,0
25684000,2,3,1
25685000,1,2,0
25686000,1,4,0
25687000,2,4,0
25688000,2,4,0
25689000,2,3,1
25690000,1,2,1
25691000,2,4,0
25692000,2,3,0
25693000,1,3,0
25694000,2,4,0
25695000,3,4,1
25696000,1,4,0
25697000,3,4,1
25698000,1,3,0
25699000,1,3,0
25700000,3,4,0
25701000,3,4,1
25702000,1,2,1
25703000,1,4,0
25704000,3,4,1
25705000,1,3,0
25706000,1,2,1
25707000,1,4,0
25708000,1,4,0
25709000,2,4,0
25710000,1,2,1
25711000,1,2,1
25712000,2,4,0
25713000,3,4,1
25714000,3,4,1
25715000,1,2,1
25716000,1,2,1
25717000,1,3,0
25718000,1,4,0
25719000,1,3,0
25720000,1,3,0
25721000,1,4,0
25722000,1,2,1
25723000,1,4,0
25724000,2,3,0
25725000,3,4,0
25726000,1,3,0
25727000,1,3,0
25728000,2,4,0
25729000,2,3,0
25730000,1,2,1
25731000,2,3,0
25732000,1,2,1
25733000,2,3,0
25734000,1,4,0
25735000,2,3,0
25736000,1,3,0
25737000,2,4,0
25738000,1,4,0
25739000,2,4,0
25740000,2,3,0
25741000,1,2,0
25742000,3,4,1
25743000,1,2,1
25744000,1,2,1
25745000,2,3,0
25746000,1,2,1
25747000,1,2,1
25748000,3,4,1
25749000,1,3,0
25750000,1,4,0
25751000,2,3,0
25752000,1,3,0
25753000,1,2,1
25754000,2,4,0
25755000,2,3,0
25756000,1,2,1
25757000,1,3,0
25758000,1,2,1
25759000,1,4,0
25760000,2,3,1
25761000,1,3,1
25762000,1,3,0
25763000,3,4,0
25764000,1,3,1
25765000,3,4,0
25766000,3,4,0
25767000,2,4,1
25768000,3,4,0
25769000,1,2,0
25770000,1,3,1
25771000,1,3,1
25772000,1,3,1
25773000,2,4,1
25774000,1,4,0
25775000,3,4,0
25776000,2,4,1
25777000,2,4,1
25778000,2,3,1
25779000,1,3,0
25780000,1,2,1
25781000,3,4,1
25782000,1,3,0
25783000,1,4,0
25784000,1,4,0
25785000,1,2,1
25786000,2,3,0
25787000,1,4,0
25788000,3,4,1
25789000,2,3,0
25790000,2,4,0
25791000,1,3,0
25792000,1,4,0
25793000,1,2,1
25794000,1,2,1
25795000,1,2,1
25796000,1,4,0
25797000,1,2,1
25798000,2,4,0
25799000,2,3,0
25800000,1,3,0
25801000,1,2,1
25802000,1,2,1
25803000,1,4,0
25804000,1,4,0
25805000,3,4,1
25806000,3,4,1
25807000,1,4,0
25808000,1,2,1
25809000,1,2,1
25810000,3,4,0
25811000,3,4,1
25812000,1,3,0
25813000,2,4,0
25814000,2,3,0
25815000,1,3,0
25816000,1,4,0
25817000,1,4,0
25818000,1,2,1
25819000,2,4,0
25820000,2,3,0
25821000,3,4,1
25822000,1,3,0
25823000,1,3,0
25824000,2,4,0
25825000,2,3,0
25826000,1,4,0
25827000,1,3,0
25828000,2,3,0
25829000,1,3,0
25830000,2,4,0
25831000,3,4,1
25832000,3,4,1
25833000,1,2,1
25834000,1,3,0
25835000,1,4,0
25836000,1,4,0
25837000,1,3,0
25838000,1,2,1
25839000,3,4,1
25840000,2,3,0
25841000,2,4,0
25842000,1,2,1
25843000,1,4,0
25844000,2,4,0
25845000,3,4,1
25846000,1,2,1
25847000,1,3,0
25848000,2,3,0
25849000,2,4,0
25850000,2,3,0
25851000,1,2,1
25852000,1,2,1
25853000,2,4,0
25854000,2,3,0
25855000,2,4,0
25856000,1,2,1
25857000,1,4,0
25858000,1,3,0
25859000,1,2,1
25860000,3,4,0
25861000,3,4,1
25862000,2,4,0
25863000,1,4,0
25864000,3,4,1
25865000,3,4,1
25866000,1,2,1
25867000,2,4,0
25868000,1,2,1
25869000,2,4,0
25870000,1,4,0
25871000,2,4,0
25872000,1,4,0
25873000,1,4,0
25874000,2,3,0
25875000,2,4,0
25876000,3,4,1
25877000,3,4,0
25878000,1,3,0
25879000,2,4,0
25880000,3,4,0
25881000,2,3,0
25882000,3,4,0
25883000,2,3,0
25884000,1,4,0
25885000,2,4,0
25886000,2,3,0
25887000,1,4,0
25888000,2,4,0
25889000,1,2,1
25890000,1,3,0
25891000,1,4,0
25892000,1,2,1
25893000,2,4,0
25894000,2,3,0
25895000,1,4,0
25896000,2,3,0
25897000,1,3,0
25898000,1,4,0
25899000,1,3,0
25900000,2,4,0
25901000,3,4,1
25902000,1,2,1
25903000,1,2,1
25904000,1,2,1
25905000,3,4,1
25906000,2,4,0
25907000,1,4,0
25908000,2,4,0
25909000,1,2,1
25910000,1,4,0
25911000,2,3,0
25912000,1,3,0
25913000,1,2,1
25914000,1,3,0
25915000,1,4,0
25916000,1,2,1
25917000,1,2,1
25918000,2,4,0
25919000,3,4,1
25920000,1,3,0
25921000,1,3,0
25922000,1,3,0
25923000,1,2,1
25924000,1,4,0
25925000,2,3,0
25926000,1,2,1
25927000,2,3,0
25928000,1,2,1
25929000,1,2,1
25930000,1,3,0
25931000,2,4,0
25932000,1,3,0
25933000,3,4,1
25934000,1,3,0
25935000,2,4,0
25936000,1,4,0
25937000,1,4,0
25938000,1,3,0
25939000,2,3,0
25940000,1,2,1
25941000,1,3,0
25942000,2,4,0
25943000,2,3,0
25944000,1,3,0
25945000,2,3,0
25946000,1,3,0
25947000,1,3,0
25948000,2,3,0
25949000,1,3,0
25950000,1,4,0
25951000,1,3,0
25952000,1,3,0
25953000,1,2,1
25954000,1,4,0
25955000,1,3,0
25956000,3,4,0
25957000,2,3,0
25958000,2,3,0
25959000,1,2,1
25960000,1,4,0
25961000,1,2,1
25962000,3,4,1
25963000,1,2,1
25964000,3,4,1
25965000,3,4,1
25966000,2,3,0
25967000,2,4,0
25968000,2,3,0
25969000,2,4,0
25970000,2,4,0
25971000,1,2,1
25972000,2,4,0
25973000,3,4,1
25974000,1,2,1
25975000,1,2,1
25976000,2,4,0
25977000,1,3,1
25978000,1,2,1
25979000,1,4,0
25980000,2,4,1
25981000,1,3,1
25982000,1,3,1
25983000,2,4,1
25984000,1,4,0
25985000,1,3,1
25986000,3,4,0
25987000,1,2,0
25988000,3,4,0
25989000,1,3,1
25990000,1,2,0
25991000,2,3,1
25992000,1,3,0
25993000,1,4,0
25994000,2,3,0
25995000,2,4,0
25996000,1,4,0
25997000,2,4,0
25998000,2,4,0
25999000,2,3,0
26000000,1,3,0
26001000,3,4,1
26002000,3,4,1
26003000,1,4,0
26004000,1,3,0
26005000,2,3,0
26006000,1,4,0
26007000,3,4,1
26008000,2,3,0
26009000,3,4,1
26010000,1,2,1
26011000,2,3,0
26012000,1,3,0
26013000,1,4,0
26014000,1,2,1
26015000,2,3,0
26016000,2,3,0
26017000,2,4,0
26018000,2,4,0
26019000,2,3,0
26020000,2,3,0
26021000,2,3,0
26022000,1,2,1
26023000,1,4,0
26024000,1,4,0
26025000,1,4,0
26026000,1,3,0
26027000,1,2,1
26028000,1,2,1
26029000,1,4,0
26030000,1,3,0
26031000,1,3,0
26032000,2,3,0
26033000,1,4,0
26034000,2,4,0
26035000,1,2,0
26036000,3,4,0
26037000,1,3,0
26038000,1,4,0
26039000,1,3,0
26040000,2,4,0
26041000,2,4,0
26042000,1,4,0
26043000,1,2,0
26044000,2,4,0
26045000,1,3,0
26046000,2,3,0
26047000,1,2,1
26048000,1,2,1
26049000,2,4,0
26050000,3,4,1
26051000,3,4,1
26052000,2,3,0
26053000,1,2,0
26054000,2,3,0
26055000,1,3,0
26056000,2,4,0
26057000,1,4,0
26058000,2,3,0
26059000,1,2,1
26060000,2,4,0
26061000,3,4,1
26062000,2,4,0
26063000,1,4,0
26064000,1,3,0
26065000,1,2,1
26066000,1,4,0
26067000,2,4,0
26068000,1,2,1
26069000,2,4,0
26070000,2,3,0
26071000,1,3,0
26072000,1,2,1
26073000,2,4,0
26074000,1,3,0
26075000,3,4,1
26076000,1,4,0
26077000,2,3,0
26078000,3,4,0
26079000,1,4,0
26080000,3,4,1
26081000,1,2,0
26082000,2,3,0
26083000,1,2,1
26084000,1,3,0
26085000,3,4,1
26086000,1,4,0
26087000,1,3,0
26088000,3,4,0
26089000,1,2,1
26090000,3,4,1
26091000,1,2,1
26092000,1,3,0
26093000,2,3,0
26094000,1,2,1
26095000,3,4,1
26096000,2,3,0
26097000,2,3,0
26098000,1,4,0
26099000,3,4,0
26100000,2,4,0
26101000,3,4,1
26102000,2,3,0
26103000,1,4,0
26104000,1,2,1
26105000,3,4,1
26106000,1,2,1
26107000,1,3,0
26108000,3,4,1
26109000,1,4,0
26110000,1,4,0
26111000,2,3,0
26112000,1,3,0
26113000,1,4,0
26114000,1,3,0
26115000,1,3,0
26116000,2,4,0
26117000,1,2,0
26118000,2,4,0
26119000,3,4,1
26120000,3,4,1
26121000,1,2,1
26122000,3,4,1
26123000,1,2,1
26124000,1,2,1
26125000,2,4,0
26126000,2,4,0
26127000,1,4,0
26128000,1,3,0
26129000,2,3,0
26130000,1,4,0
26131000,1,3,0
26132000,1,2,1
26133000,2,4,0
26134000,3,4,0
26135000,1,3,0
26136000,1,2,1
26137000,2,3,0
26138000,2,3,0
26139000,1,4,0
26140000,2,4,0
26141000,1,2,1
26142000,3,4,1
26143000,3,4,1
26144000,2,4,0
26145000,2,4,0
26146000,3,4,0
26147000,2,3,0
26148000,1,2,1
26149000,1,2,1
26150000,2,3,0
26151000,1,2,1
26152000,2,4,0
26153000,2,3,0
26154000,1,3,0
26155000,2,4,0
26156000,1,2,1
26157000,1,3,0
26158000,2,3,0
26159000,1,3,0
26160000,2,4,0
26161000,3,4,1
26162000,3,4,1
26163000,1,3,0
26164000,2,3,0
26165000,1,4,0
26166000,3,4,0
26167000,1,4,0
26168000,3,4,1
26169000,1,2,1
26170000,1,4,0
26171000,1,2,1
26172000,1,4,0
26173000,1,4,0
26174000,3,4,1
26175000,1,2,0
26176000,1,4,0
26177000,1,3,0
26178000,1,4,0
26179000,2,3,0
26180000,1,2,1
26181000,2,3,0
26182000,1,4,0
26183000,2,4,0
26184000,2,4,0
26185000,3,4,1
26186000,1,3,0
26187000,3,4,1
26188000,2,4,0
26189000,2,3,0
26190000,3,4,1
26191000,2,3,0
26192000,3,4,1
26193000,1,2,1
26194000,2,4,0
26195000,2,3,0
26196000,3,4,1
26197000,2,4,0
